"","category","term","ontology"
"418","GO:0001530","lipopolysaccharide binding","MF"
"419","GO:0001533","cornified envelope","CC"
"420","GO:0001534","radial spoke","CC"
"421","GO:0001535","radial spoke head","CC"
"422","GO:0001537","N-acetylgalactosamine 4-O-sulfotransferase activity","MF"
"423","GO:0001540","amyloid-beta binding","MF"
"424","GO:0001541","ovarian follicle development","BP"
"425","GO:0001542","ovulation from ovarian follicle","BP"
"426","GO:0001547","antral ovarian follicle growth","BP"
"427","GO:0001553","luteinization","BP"
"428","GO:0001554","luteolysis","BP"
"429","GO:0001555","oocyte growth","BP"
"430","GO:0001556","oocyte maturation","BP"
"431","GO:0001558","regulation of cell growth","BP"
"432","GO:0001560","regulation of cell growth by extracellular stimulus","BP"
"433","GO:0001561","fatty acid alpha-oxidation","BP"
"434","GO:0001566","non-kinase phorbol ester receptor activity","MF"
"435","GO:0001568","blood vessel development","BP"
"436","GO:0001569","branching involved in blood vessel morphogenesis","BP"
"437","GO:0001570","vasculogenesis","BP"
"438","GO:0001572","lactosylceramide biosynthetic process","BP"
"439","GO:0001573","ganglioside metabolic process","BP"
"440","GO:0001574","ganglioside biosynthetic process","BP"
"441","GO:0001578","microtubule bundle formation","BP"
"442","GO:0001579","medium-chain fatty acid transport","BP"
"443","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","BP"
"444","GO:0001581","detection of chemical stimulus involved in sensory perception of sour taste","BP"
"445","GO:0001586","Gi/o-coupled serotonin receptor activity","MF"
"446","GO:0001591","dopamine neurotransmitter receptor activity, coupled via Gi/Go","MF"
"447","GO:0001594","trace-amine receptor activity","MF"
"448","GO:0001609","G protein-coupled adenosine receptor activity","MF"
"449","GO:0001614","purinergic nucleotide receptor activity","MF"
"450","GO:0001616","growth hormone secretagogue receptor activity","MF"
"451","GO:0001618","virus receptor activity","MF"
"452","GO:0001639","PLC activating G protein-coupled glutamate receptor activity","MF"
"453","GO:0001640","adenylate cyclase inhibiting G protein-coupled glutamate receptor activity","MF"
"454","GO:0001641","group II metabotropic glutamate receptor activity","MF"
"455","GO:0001642","group III metabotropic glutamate receptor activity","MF"
"456","GO:0001646","cAMP receptor activity","MF"
"457","GO:0001649","osteoblast differentiation","BP"
"458","GO:0001650","fibrillar center","CC"
"459","GO:0001651","dense fibrillar component","CC"
"460","GO:0001653","peptide receptor activity","MF"
"461","GO:0001654","eye development","BP"
"462","GO:0001655","urogenital system development","BP"
"463","GO:0001656","metanephros development","BP"
"464","GO:0001657","ureteric bud development","BP"
"465","GO:0001658","branching involved in ureteric bud morphogenesis","BP"
"466","GO:0001659","temperature homeostasis","BP"
"467","GO:0001661","conditioned taste aversion","BP"
"468","GO:0001662","behavioral fear response","BP"
"469","GO:0001664","G protein-coupled receptor binding","MF"
"470","GO:0001666","response to hypoxia","BP"
"471","GO:0001667","ameboidal-type cell migration","BP"
"472","GO:0001669","acrosomal vesicle","CC"
"473","GO:0001671","ATPase activator activity","MF"
"474","GO:0001672","regulation of chromatin assembly or disassembly","BP"
"475","GO:0001673","male germ cell nucleus","CC"
"476","GO:0001674","female germ cell nucleus","CC"
"477","GO:0001675","acrosome assembly","BP"
"478","GO:0001676","long-chain fatty acid metabolic process","BP"
"479","GO:0001678","cellular glucose homeostasis","BP"
"480","GO:0001680","tRNA 3'-terminal CCA addition","BP"
"481","GO:0001682","tRNA 5'-leader removal","BP"
"482","GO:0001696","gastric acid secretion","BP"
"483","GO:0001700","embryonic development via the syncytial blastoderm","BP"
"484","GO:0001701","in utero embryonic development","BP"
"485","GO:0001702","gastrulation with mouth forming second","BP"
"486","GO:0001704","formation of primary germ layer","BP"
"487","GO:0001706","endoderm formation","BP"
"488","GO:0001707","mesoderm formation","BP"
"489","GO:0001708","cell fate specification","BP"
"490","GO:0001709","cell fate determination","BP"
"491","GO:0001711","endodermal cell fate commitment","BP"
"492","GO:0001725","stress fiber","CC"
"493","GO:0001726","ruffle","CC"
"494","GO:0001727","lipid kinase activity","MF"
"495","GO:0001729","ceramide kinase activity","MF"
"496","GO:0001730","2'-5'-oligoadenylate synthetase activity","MF"
"497","GO:0001731","formation of translation preinitiation complex","BP"
"498","GO:0001732","formation of cytoplasmic translation initiation complex","BP"
"499","GO:0001733","galactosylceramide sulfotransferase activity","MF"
"500","GO:0001734","mRNA (N6-adenosine)-methyltransferase activity","MF"
"501","GO:0001735","prenylcysteine oxidase activity","MF"
"502","GO:0001736","establishment of planar polarity","BP"
"503","GO:0001737","establishment of imaginal disc-derived wing hair orientation","BP"
"504","GO:0001738","morphogenesis of a polarized epithelium","BP"
"505","GO:0001739","sex chromatin","CC"
"506","GO:0001740","Barr body","CC"
"507","GO:0001741","XY body","CC"
"508","GO:0001745","compound eye morphogenesis","BP"
"509","GO:0001750","photoreceptor outer segment","CC"
"510","GO:0001751","compound eye photoreceptor cell differentiation","BP"
"511","GO:0001752","compound eye photoreceptor fate commitment","BP"
"512","GO:0001754","eye photoreceptor cell differentiation","BP"
"513","GO:0001755","neural crest cell migration","BP"
"514","GO:0001756","somitogenesis","BP"
"515","GO:0001757","somite specification","BP"
"516","GO:0001758","retinal dehydrogenase activity","MF"
"517","GO:0001760","aminocarboxymuconate-semialdehyde decarboxylase activity","MF"
"518","GO:0001763","morphogenesis of a branching structure","BP"
"519","GO:0001764","neuron migration","BP"
"520","GO:0001771","immunological synapse formation","BP"
"521","GO:0001772","immunological synapse","CC"
"522","GO:0001773","myeloid dendritic cell activation","BP"
"523","GO:0001774","microglial cell activation","BP"
"524","GO:0001776","leukocyte homeostasis","BP"
"525","GO:0001778","plasma membrane repair","BP"
"526","GO:0001779","natural killer cell differentiation","BP"
"527","GO:0001780","neutrophil homeostasis","BP"
"528","GO:0001782","B cell homeostasis","BP"
"529","GO:0001784","phosphotyrosine residue binding","MF"
"530","GO:0001786","phosphatidylserine binding","MF"
"531","GO:0001817","regulation of cytokine production","BP"
"532","GO:0001818","negative regulation of cytokine production","BP"
"533","GO:0001819","positive regulation of cytokine production","BP"
"534","GO:0001821","histamine secretion","BP"
"535","GO:0001822","kidney development","BP"
"536","GO:0001823","mesonephros development","BP"
"537","GO:0001824","blastocyst development","BP"
"538","GO:0001825","blastocyst formation","BP"
"539","GO:0001826","inner cell mass cell differentiation","BP"
"540","GO:0001827","inner cell mass cell fate commitment","BP"
"541","GO:0001828","inner cell mass cellular morphogenesis","BP"
"542","GO:0001829","trophectodermal cell differentiation","BP"
"543","GO:0001832","blastocyst growth","BP"
"544","GO:0001833","inner cell mass cell proliferation","BP"
"545","GO:0001834","trophectodermal cell proliferation","BP"
"546","GO:0001835","blastocyst hatching","BP"
"547","GO:0001836","release of cytochrome c from mitochondria","BP"
"548","GO:0001837","epithelial to mesenchymal transition","BP"
"549","GO:0001838","embryonic epithelial tube formation","BP"
"550","GO:0001840","neural plate development","BP"
"551","GO:0001841","neural tube formation","BP"
"552","GO:0001842","neural fold formation","BP"
"553","GO:0001843","neural tube closure","BP"
"554","GO:0001845","phagolysosome assembly","BP"
"555","GO:0001849","complement component C1q complex binding","MF"
"556","GO:0001867","complement activation, lectin pathway","BP"
"557","GO:0001878","response to yeast","BP"
"558","GO:0001881","receptor recycling","BP"
"559","GO:0001882","nucleoside binding","MF"
"560","GO:0001883","purine nucleoside binding","MF"
"561","GO:0001885","endothelial cell development","BP"
"562","GO:0001886","endothelial cell morphogenesis","BP"
"563","GO:0001887","selenium compound metabolic process","BP"
"564","GO:0001888","glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity","MF"
"565","GO:0001889","liver development","BP"
"566","GO:0001890","placenta development","BP"
"567","GO:0001891","phagocytic cup","CC"
"568","GO:0001892","embryonic placenta development","BP"
"569","GO:0001893","maternal placenta development","BP"
"570","GO:0001894","tissue homeostasis","BP"
"571","GO:0001895","retina homeostasis","BP"
"572","GO:0001896","autolysis","BP"
"573","GO:0001906","cell killing","BP"
"574","GO:0001913","T cell mediated cytotoxicity","BP"
"575","GO:0001916","positive regulation of T cell mediated cytotoxicity","BP"
"576","GO:0001917","photoreceptor inner segment","CC"
"577","GO:0001919","regulation of receptor recycling","BP"
"578","GO:0001931","uropod","CC"
"579","GO:0001932","regulation of protein phosphorylation","BP"
"580","GO:0001933","negative regulation of protein phosphorylation","BP"
"581","GO:0001934","positive regulation of protein phosphorylation","BP"
"582","GO:0001935","endothelial cell proliferation","BP"
"583","GO:0001937","negative regulation of endothelial cell proliferation","BP"
"584","GO:0001938","positive regulation of endothelial cell proliferation","BP"
"585","GO:0001939","female pronucleus","CC"
"586","GO:0001940","male pronucleus","CC"
"587","GO:0001941","postsynaptic membrane organization","BP"
"588","GO:0001942","hair follicle development","BP"
"589","GO:0001944","vasculature development","BP"
"590","GO:0001945","lymph vessel development","BP"
"591","GO:0001946","lymphangiogenesis","BP"
"592","GO:0001947","heart looping","BP"
"593","GO:0001952","regulation of cell-matrix adhesion","BP"
"594","GO:0001953","negative regulation of cell-matrix adhesion","BP"
"595","GO:0001954","positive regulation of cell-matrix adhesion","BP"
"596","GO:0001955","blood vessel maturation","BP"
"597","GO:0001956","positive regulation of neurotransmitter secretion","BP"
"598","GO:0001958","endochondral ossification","BP"
"599","GO:0001960","negative regulation of cytokine-mediated signaling pathway","BP"
"600","GO:0001963","synaptic transmission, dopaminergic","BP"
"601","GO:0001964","startle response","BP"
"602","GO:0001965","G-protein alpha-subunit binding","MF"
"603","GO:0001966","thigmotaxis","BP"
"604","GO:0001967","suckling behavior","BP"
"605","GO:0001968","fibronectin binding","MF"
"606","GO:0001972","retinoic acid binding","MF"
"607","GO:0001974","blood vessel remodeling","BP"
"608","GO:0001975","response to amphetamine","BP"
"609","GO:0001985","negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure","BP"
"610","GO:0001987","vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure","BP"
"611","GO:0001994","norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure","BP"
"612","GO:0001996","positive regulation of heart rate by epinephrine-norepinephrine","BP"
"613","GO:0001997","positive regulation of the force of heart contraction by epinephrine-norepinephrine","BP"
"614","GO:0001998","angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure","BP"
"615","GO:0002001","renin secretion into blood stream","BP"
"616","GO:0002003","angiotensin maturation","BP"
"617","GO:0002009","morphogenesis of an epithelium","BP"
"618","GO:0002011","morphogenesis of an epithelial sheet","BP"
"619","GO:0002020","protease binding","MF"
"620","GO:0002021","response to dietary excess","BP"
"621","GO:0002023","reduction of food intake in response to dietary excess","BP"
"622","GO:0002024","diet induced thermogenesis","BP"
"623","GO:0002025","norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP"
"624","GO:0002026","regulation of the force of heart contraction","BP"
"625","GO:0002027","regulation of heart rate","BP"
"626","GO:0002028","regulation of sodium ion transport","BP"
"627","GO:0002029","desensitization of G protein-coupled receptor signaling pathway","BP"
"628","GO:0002039","p53 binding","MF"
"629","GO:0002040","sprouting angiogenesis","BP"
"630","GO:0002042","cell migration involved in sprouting angiogenesis","BP"
"631","GO:0002046","opsin binding","MF"
"632","GO:0002052","positive regulation of neuroblast proliferation","BP"
"633","GO:0002053","positive regulation of mesenchymal cell proliferation","BP"
"634","GO:0002058","uracil binding","MF"
"635","GO:0002060","purine nucleobase binding","MF"
"636","GO:0002062","chondrocyte differentiation","BP"
"637","GO:0002063","chondrocyte development","BP"
"638","GO:0002064","epithelial cell development","BP"
"639","GO:0002072","optic cup morphogenesis involved in camera-type eye development","BP"
"640","GO:0002074","extraocular skeletal muscle development","BP"
"641","GO:0002076","osteoblast development","BP"
"642","GO:0002080","acrosomal membrane","CC"
"643","GO:0002081","outer acrosomal membrane","CC"
"644","GO:0002082","regulation of oxidative phosphorylation","BP"
"645","GO:0002084","protein depalmitoylation","BP"
"646","GO:0002086","diaphragm contraction","BP"
"647","GO:0002087","regulation of respiratory gaseous exchange by nervous system process","BP"
"648","GO:0002088","lens development in camera-type eye","BP"
"649","GO:0002089","lens morphogenesis in camera-type eye","BP"
"650","GO:0002090","regulation of receptor internalization","BP"
"651","GO:0002091","negative regulation of receptor internalization","BP"
"652","GO:0002092","positive regulation of receptor internalization","BP"
"653","GO:0002093","auditory receptor cell morphogenesis","BP"
"654","GO:0002094","polyprenyltransferase activity","MF"
"655","GO:0002095","caveolar macromolecular signaling complex","CC"
"656","GO:0002098","tRNA wobble uridine modification","BP"
"657","GO:0002100","tRNA wobble adenosine to inosine editing","BP"
"658","GO:0002101","tRNA wobble cytosine modification","BP"
"659","GO:0002102","podosome","CC"
"660","GO:0002116","semaphorin receptor complex","CC"
"661","GO:0002119","nematode larval development","BP"
"662","GO:0002121","inter-male aggressive behavior","BP"
"663","GO:0002127","tRNA wobble base cytosine methylation","BP"
"664","GO:0002128","tRNA nucleoside ribose methylation","BP"
"665","GO:0002133","polycystin complex","CC"
"666","GO:0002134","UTP binding","MF"
"667","GO:0002138","retinoic acid biosynthetic process","BP"
"668","GO:0002141","stereocilia ankle link","CC"
"669","GO:0002142","stereocilia ankle link complex","CC"
"670","GO:0002143","tRNA wobble position uridine thiolation","BP"
"671","GO:0002144","cytosolic tRNA wobble base thiouridylase complex","CC"
"672","GO:0002151","G-quadruplex RNA binding","MF"
"673","GO:0002153","steroid receptor RNA activator RNA binding","MF"
